# B(mT)	 U (V)	 std (V)	 direction 	 loop 
-400.0450	0.2160	0.0021	1.0000	2.0000
-394.9440	0.2166	0.0019	1.0000	2.0000
-390.0440	0.2164	0.0021	1.0000	2.0000
-384.9436	0.2173	0.0022	1.0000	2.0000
-379.9886	0.2171	0.0020	1.0000	2.0000
-375.0308	0.2177	0.0022	1.0000	2.0000
-370.0408	0.2177	0.0022	1.0000	2.0000
-365.0544	0.2171	0.0020	1.0000	2.0000
-359.9116	0.2176	0.0021	1.0000	2.0000
-354.9636	0.2179	0.0024	1.0000	2.0000
-349.9936	0.2193	0.0023	1.0000	2.0000
-345.0224	0.2180	0.0020	1.0000	2.0000
-340.0424	0.2188	0.0022	1.0000	2.0000
-335.0648	0.2194	0.0022	1.0000	2.0000
-329.9064	0.2207	0.0020	1.0000	2.0000
-324.9432	0.2209	0.0021	1.0000	2.0000
-319.9632	0.2216	0.0023	1.0000	2.0000
-314.9800	0.2216	0.0023	1.0000	2.0000
-309.9800	0.2214	0.0022	1.0000	2.0000
-304.9832	0.2223	0.0020	1.0000	2.0000
-300.0032	0.2213	0.0022	1.0000	2.0000
-295.0240	0.2229	0.0022	1.0000	2.0000
-290.0490	0.2230	0.0020	1.0000	2.0000
-285.0636	0.2230	0.0020	1.0000	2.0000
-280.0236	0.2244	0.0022	1.0000	2.0000
-274.9900	0.2240	0.0023	1.0000	2.0000
-269.9900	0.2238	0.0022	1.0000	2.0000
-264.9940	0.2246	0.0022	1.0000	2.0000
-260.0190	0.2249	0.0023	1.0000	2.0000
-255.0360	0.2247	0.0021	1.0000	2.0000
-250.0110	0.2242	0.0023	1.0000	2.0000
-244.9852	0.2252	0.0021	1.0000	2.0000
-239.9552	0.2247	0.0023	1.0000	2.0000
-234.9236	0.2258	0.0020	1.0000	2.0000
-230.0852	0.2256	0.0023	1.0000	2.0000
-225.0482	0.2262	0.0020	1.0000	2.0000
-220.0332	0.2268	0.0023	1.0000	2.0000
-215.0158	0.2250	0.0023	1.0000	2.0000
-209.9808	0.2254	0.0020	1.0000	2.0000
-204.9464	0.2249	0.0020	1.0000	2.0000
-199.9164	0.2250	0.0018	1.0000	2.0000
-195.0892	0.2251	0.0021	1.0000	2.0000
-190.0792	0.2255	0.0022	1.0000	2.0000
-185.0668	0.2253	0.0024	1.0000	2.0000
-180.0268	0.2242	0.0021	1.0000	2.0000
-174.9856	0.2237	0.0023	1.0000	2.0000
-169.9306	0.2234	0.0023	1.0000	2.0000
-165.0802	0.2229	0.0024	1.0000	2.0000
-160.0852	0.2228	0.0024	1.0000	2.0000
-155.0884	0.2217	0.0021	1.0000	2.0000
-150.0484	0.2211	0.0022	1.0000	2.0000
-145.0086	0.2208	0.0024	1.0000	2.0000
-139.9736	0.2192	0.0021	1.0000	2.0000
-134.9382	0.2181	0.0022	1.0000	2.0000
-130.0950	0.2167	0.0021	1.0000	2.0000
-125.0500	0.2148	0.0021	1.0000	2.0000
-120.0350	0.2116	0.0020	1.0000	2.0000
-115.0200	0.2092	0.0023	1.0000	2.0000
-109.9350	0.2065	0.0022	1.0000	2.0000
-105.0534	0.2024	0.0021	1.0000	2.0000
-99.9348	0.1968	0.0022	1.0000	2.0000
-95.0196	0.1911	0.0023	1.0000	2.0000
-89.9686	0.1838	0.0022	1.0000	2.0000
-84.9236	0.1782	0.0023	1.0000	2.0000
-80.0584	0.1697	0.0022	1.0000	2.0000
-74.9884	0.1620	0.0021	1.0000	2.0000
-69.9272	0.1527	0.0023	1.0000	2.0000
-65.0696	0.1440	0.0020	1.0000	2.0000
-60.0264	0.1334	0.0022	1.0000	2.0000
-54.9864	0.1239	0.0023	1.0000	2.0000
-49.9338	0.1140	0.0024	1.0000	2.0000
-45.0810	0.1042	0.0023	1.0000	2.0000
-40.0180	0.0934	0.0026	1.0000	2.0000
-34.9530	0.0842	0.0026	1.0000	2.0000
-30.0944	0.0732	0.0022	1.0000	2.0000
-25.0344	0.0614	0.0025	1.0000	2.0000
-20.0010	0.0502	0.0024	1.0000	2.0000
-14.9760	0.0400	0.0024	1.0000	2.0000
-9.9244	0.0278	0.0021	1.0000	2.0000
-5.0668	0.0167	0.0022	1.0000	2.0000
0.0148	0.0052	0.0024	1.0000	2.0000
4.9012	-0.0069	0.0024	1.0000	2.0000
9.9300	-0.0180	0.0025	1.0000	2.0000
14.9300	-0.0309	0.0022	1.0000	2.0000
19.9742	-0.0417	0.0024	1.0000	2.0000
25.0392	-0.0529	0.0024	1.0000	2.0000
29.9080	-0.0642	0.0024	1.0000	2.0000
34.9830	-0.0765	0.0023	1.0000	2.0000
40.0388	-0.0892	0.0026	1.0000	2.0000
45.0838	-0.1009	0.0023	1.0000	2.0000
49.9450	-0.1131	0.0023	1.0000	2.0000
55.0200	-0.1246	0.0023	1.0000	2.0000
59.9004	-0.1351	0.0024	1.0000	2.0000
64.9904	-0.1480	0.0024	1.0000	2.0000
70.0692	-0.1602	0.0028	1.0000	2.0000
74.9364	-0.1708	0.0024	1.0000	2.0000
79.9908	-0.1827	0.0023	1.0000	2.0000
85.0308	-0.1934	0.0026	1.0000	2.0000
90.0864	-0.2042	0.0023	1.0000	2.0000
94.9536	-0.2141	0.0024	1.0000	2.0000
100.0140	-0.2244	0.0023	1.0000	2.0000
105.0640	-0.2343	0.0022	1.0000	2.0000
110.0948	-0.2436	0.0023	1.0000	2.0000
114.9044	-0.2528	0.0024	1.0000	2.0000
119.9364	-0.2601	0.0024	1.0000	2.0000
124.9964	-0.2667	0.0022	1.0000	2.0000
130.0608	-0.2729	0.0022	1.0000	2.0000
134.9280	-0.2793	0.0024	1.0000	2.0000
139.9840	-0.2831	0.0022	1.0000	2.0000
145.0190	-0.2859	0.0022	1.0000	2.0000
150.0720	-0.2884	0.0025	1.0000	2.0000
154.9488	-0.2897	0.0023	1.0000	2.0000
160.0198	-0.2923	0.0023	1.0000	2.0000
165.0748	-0.2937	0.0023	1.0000	2.0000
169.9372	-0.2939	0.0023	1.0000	2.0000
175.0222	-0.2950	0.0021	1.0000	2.0000
180.0896	-0.2969	0.0024	1.0000	2.0000
184.9184	-0.2965	0.0024	1.0000	2.0000
189.9610	-0.2974	0.0023	1.0000	2.0000
195.0360	-0.2985	0.0024	1.0000	2.0000
199.9044	-0.2981	0.0024	1.0000	2.0000
204.9644	-0.2994	0.0024	1.0000	2.0000
210.0112	-0.2993	0.0024	1.0000	2.0000
215.0162	-0.2998	0.0022	1.0000	2.0000
220.0272	-0.2994	0.0024	1.0000	2.0000
225.0572	-0.3005	0.0024	1.0000	2.0000
230.0848	-0.3005	0.0024	1.0000	2.0000
234.9040	-0.3002	0.0022	1.0000	2.0000
239.9250	-0.3007	0.0022	1.0000	2.0000
244.9500	-0.3006	0.0024	1.0000	2.0000
249.9770	-0.3002	0.0024	1.0000	2.0000
255.0120	-0.3002	0.0019	1.0000	2.0000
260.0450	-0.3010	0.0021	1.0000	2.0000
265.0700	-0.3002	0.0021	1.0000	2.0000
270.0990	-0.3014	0.0024	1.0000	2.0000
274.9422	-0.3002	0.0023	1.0000	2.0000
279.9872	-0.2997	0.0021	1.0000	2.0000
285.0322	-0.2993	0.0024	1.0000	2.0000
290.0748	-0.2987	0.0025	1.0000	2.0000
294.9036	-0.2986	0.0024	1.0000	2.0000
299.9324	-0.2976	0.0022	1.0000	2.0000
304.9524	-0.2990	0.0025	1.0000	2.0000
309.9706	-0.2977	0.0023	1.0000	2.0000
314.9756	-0.2984	0.0024	1.0000	2.0000
319.9806	-0.2979	0.0020	1.0000	2.0000
324.9856	-0.2975	0.0023	1.0000	2.0000
329.9894	-0.2977	0.0022	1.0000	2.0000
334.9844	-0.2964	0.0021	1.0000	2.0000
339.9788	-0.2968	0.0022	1.0000	2.0000
344.9688	-0.2962	0.0021	1.0000	2.0000
349.9504	-0.2958	0.0021	1.0000	2.0000
355.0672	-0.2953	0.0024	1.0000	2.0000
359.9928	-0.2945	0.0026	1.0000	2.0000
364.9478	-0.2947	0.0024	1.0000	2.0000
369.9036	-0.2935	0.0024	1.0000	2.0000
375.0620	-0.2929	0.0024	1.0000	2.0000
380.0190	-0.2934	0.0023	1.0000	2.0000
384.9640	-0.2927	0.0022	1.0000	2.0000
389.9080	-0.2920	0.0022	1.0000	2.0000
395.0456	-0.2919	0.0022	1.0000	2.0000
399.9868	-0.2915	0.0021	1.0000	2.0000
404.9318	-0.2912	0.0023	1.0000	2.0000
410.0704	-0.2905	0.0021	1.0000	2.0000
415.0004	-0.2904	0.0023	1.0000	2.0000
419.9248	-0.2904	0.0024	1.0000	2.0000
425.0312	-0.2899	0.0023	1.0000	2.0000
429.9460	-0.2890	0.0022	1.0000	2.0000
435.0680	-0.2880	0.0025	1.0000	2.0000
439.9840	-0.2879	0.0027	1.0000	2.0000
445.0800	-0.2866	0.0022	1.0000	2.0000
449.9680	-0.2868	0.0024	1.0000	2.0000
455.0328	-0.2866	0.0022	1.0000	2.0000
459.9072	-0.2859	0.0022	1.0000	2.0000
464.9824	-0.2854	0.0024	1.0000	2.0000
470.0498	-0.2845	0.0023	1.0000	2.0000
474.9148	-0.2849	0.0023	1.0000	2.0000
479.9296	-0.2847	0.0020	1.0000	2.0000
484.9060	-0.2845	0.0022	1.0000	2.0000
490.0636	-0.2841	0.0022	1.0000	2.0000
495.0244	-0.2824	0.0025	1.0000	2.0000
499.9852	-0.2825	0.0023	1.0000	2.0000
504.9460	-0.2818	0.0024	1.0000	2.0000
510.0712	-0.2827	0.0025	1.0000	2.0000
515.0008	-0.2809	0.0022	1.0000	2.0000
520.0750	-0.2805	0.0024	1.0000	2.0000
524.9576	-0.2797	0.0021	1.0000	2.0000
530.0228	-0.2797	0.0023	1.0000	2.0000
535.0740	-0.2791	0.0023	1.0000	2.0000
540.0636	-0.2785	0.0025	1.0000	2.0000
545.0280	-0.2779	0.0022	1.0000	2.0000
549.9420	-0.2768	0.0022	1.0000	2.0000
555.0128	-0.2771	0.0022	1.0000	2.0000
560.0584	-0.2761	0.0025	1.0000	2.0000
565.0280	-0.2758	0.0023	1.0000	2.0000
569.9672	-0.2759	0.0021	1.0000	2.0000
574.9154	-0.2755	0.0025	1.0000	2.0000
579.9696	-0.2752	0.0024	1.0000	2.0000
585.0164	-0.2741	0.0024	1.0000	2.0000
589.9378	-0.2737	0.0025	1.0000	2.0000
594.9272	-0.2738	0.0023	1.0000	2.0000
599.9320	-0.2734	0.0022	1.0000	2.0000
600.0080	-0.2708	0.0023	-1.0000	2.0000
595.0160	-0.2712	0.0026	-1.0000	2.0000
590.0000	-0.2717	0.0022	-1.0000	2.0000
585.0388	-0.2735	0.0026	-1.0000	2.0000
580.0038	-0.2726	0.0021	-1.0000	2.0000
574.9880	-0.2721	0.0025	-1.0000	2.0000
570.0180	-0.2743	0.0023	-1.0000	2.0000
564.9900	-0.2741	0.0024	-1.0000	2.0000
560.0078	-0.2751	0.0021	-1.0000	2.0000
554.9936	-0.2753	0.0024	-1.0000	2.0000
550.0712	-0.2750	0.0024	-1.0000	2.0000
544.9430	-0.2760	0.0023	-1.0000	2.0000
539.9646	-0.2757	0.0023	-1.0000	2.0000
535.0800	-0.2771	0.0023	-1.0000	2.0000
529.9840	-0.2775	0.0023	-1.0000	2.0000
525.0050	-0.2770	0.0020	-1.0000	2.0000
520.0124	-0.2779	0.0023	-1.0000	2.0000
514.9148	-0.2785	0.0021	-1.0000	2.0000
510.0160	-0.2795	0.0024	-1.0000	2.0000
504.9724	-0.2802	0.0024	-1.0000	2.0000
499.9108	-0.2815	0.0022	-1.0000	2.0000
495.0020	-0.2801	0.0024	-1.0000	2.0000
490.0404	-0.2818	0.0023	-1.0000	2.0000
485.0068	-0.2817	0.0024	-1.0000	2.0000
480.0148	-0.2819	0.0024	-1.0000	2.0000
475.0644	-0.2829	0.0023	-1.0000	2.0000
470.0720	-0.2838	0.0021	-1.0000	2.0000
465.0488	-0.2826	0.0023	-1.0000	2.0000
460.0528	-0.2836	0.0024	-1.0000	2.0000
455.0712	-0.2841	0.0024	-1.0000	2.0000
450.0554	-0.2842	0.0024	-1.0000	2.0000
445.0270	-0.2858	0.0022	-1.0000	2.0000
439.9902	-0.2858	0.0025	-1.0000	2.0000
434.9514	-0.2867	0.0022	-1.0000	2.0000
430.0844	-0.2870	0.0021	-1.0000	2.0000
425.0196	-0.2867	0.0021	-1.0000	2.0000
419.9164	-0.2865	0.0024	-1.0000	2.0000
415.0064	-0.2878	0.0023	-1.0000	2.0000
409.9200	-0.2878	0.0025	-1.0000	2.0000
405.0300	-0.2886	0.0021	-1.0000	2.0000
399.9600	-0.2890	0.0021	-1.0000	2.0000
395.0802	-0.2900	0.0023	-1.0000	2.0000
390.0852	-0.2895	0.0022	-1.0000	2.0000
385.0918	-0.2898	0.0024	-1.0000	2.0000
379.9386	-0.2909	0.0023	-1.0000	2.0000
374.9856	-0.2918	0.0023	-1.0000	2.0000
370.0556	-0.2919	0.0025	-1.0000	2.0000
364.9242	-0.2916	0.0021	-1.0000	2.0000
359.9592	-0.2935	0.0021	-1.0000	2.0000
354.9912	-0.2924	0.0025	-1.0000	2.0000
350.0012	-0.2928	0.0025	-1.0000	2.0000
345.0190	-0.2940	0.0024	-1.0000	2.0000
340.0940	-0.2950	0.0025	-1.0000	2.0000
334.9712	-0.2943	0.0026	-1.0000	2.0000
330.0412	-0.2946	0.0022	-1.0000	2.0000
324.9000	-0.2929	0.0022	-1.0000	2.0000
319.9000	-0.2953	0.0023	-1.0000	2.0000
314.9060	-0.2953	0.0025	-1.0000	2.0000
309.9360	-0.2959	0.0023	-1.0000	2.0000
304.9670	-0.2962	0.0021	-1.0000	2.0000
300.0020	-0.2969	0.0022	-1.0000	2.0000
295.0220	-0.2972	0.0023	-1.0000	2.0000
289.9820	-0.2963	0.0024	-1.0000	2.0000
284.9490	-0.2977	0.0021	-1.0000	2.0000
279.9440	-0.2979	0.0022	-1.0000	2.0000
274.9360	-0.2987	0.0022	-1.0000	2.0000
269.9160	-0.2988	0.0022	-1.0000	2.0000
264.9030	-0.2995	0.0021	-1.0000	2.0000
259.9180	-0.2981	0.0023	-1.0000	2.0000
254.9190	-0.2988	0.0023	-1.0000	2.0000
250.0662	-0.2992	0.0023	-1.0000	2.0000
245.0096	-0.2992	0.0024	-1.0000	2.0000
239.9446	-0.2997	0.0025	-1.0000	2.0000
235.0840	-0.2987	0.0025	-1.0000	2.0000
230.0340	-0.2979	0.0023	-1.0000	2.0000
224.9888	-0.2989	0.0024	-1.0000	2.0000
219.9788	-0.2985	0.0022	-1.0000	2.0000
214.9718	-0.2995	0.0023	-1.0000	2.0000
209.9868	-0.2988	0.0024	-1.0000	2.0000
205.0030	-0.2989	0.0025	-1.0000	2.0000
200.0280	-0.2999	0.0022	-1.0000	2.0000
195.0482	-0.2994	0.0024	-1.0000	2.0000
190.0332	-0.3000	0.0022	-1.0000	2.0000
185.0134	-0.2984	0.0027	-1.0000	2.0000
179.9584	-0.2989	0.0020	-1.0000	2.0000
174.9082	-0.2992	0.0024	-1.0000	2.0000
170.0938	-0.2987	0.0023	-1.0000	2.0000
165.0752	-0.2963	0.0022	-1.0000	2.0000
160.0152	-0.2973	0.0022	-1.0000	2.0000
154.9568	-0.2958	0.0025	-1.0000	2.0000
149.9168	-0.2950	0.0020	-1.0000	2.0000
145.0774	-0.2941	0.0022	-1.0000	2.0000
140.0124	-0.2933	0.0024	-1.0000	2.0000
134.9486	-0.2922	0.0022	-1.0000	2.0000
129.9136	-0.2909	0.0024	-1.0000	2.0000
125.0800	-0.2889	0.0025	-1.0000	2.0000
120.0700	-0.2861	0.0022	-1.0000	2.0000
115.0600	-0.2834	0.0022	-1.0000	2.0000
109.9400	-0.2804	0.0024	-1.0000	2.0000
105.0248	-0.2763	0.0024	-1.0000	2.0000
99.9672	-0.2714	0.0022	-1.0000	2.0000
94.9122	-0.2645	0.0024	-1.0000	2.0000
90.0502	-0.2575	0.0023	-1.0000	2.0000
84.9852	-0.2509	0.0023	-1.0000	2.0000
79.9294	-0.2429	0.0023	-1.0000	2.0000
75.0766	-0.2350	0.0025	-1.0000	2.0000
70.0480	-0.2264	0.0024	-1.0000	2.0000
65.0230	-0.2171	0.0025	-1.0000	2.0000
59.9628	-0.2086	0.0023	-1.0000	2.0000
55.1004	-0.1991	0.0022	-1.0000	2.0000
50.0354	-0.1891	0.0025	-1.0000	2.0000
44.9704	-0.1783	0.0024	-1.0000	2.0000
40.1000	-0.1663	0.0023	-1.0000	2.0000
35.0250	-0.1564	0.0021	-1.0000	2.0000
29.9820	-0.1462	0.0024	-1.0000	2.0000
24.9470	-0.1360	0.0023	-1.0000	2.0000
19.9000	-0.1253	0.0022	-1.0000	2.0000
15.0520	-0.1141	0.0022	-1.0000	2.0000
9.9868	-0.1022	0.0025	-1.0000	2.0000
4.9168	-0.0903	0.0023	-1.0000	2.0000
0.0856	-0.0800	0.0024	-1.0000	2.0000
-4.9344	-0.0682	0.0024	-1.0000	2.0000
-9.9796	-0.0567	0.0022	-1.0000	2.0000
-15.0346	-0.0444	0.0023	-1.0000	2.0000
-20.0896	-0.0324	0.0024	-1.0000	2.0000
-24.9424	-0.0217	0.0023	-1.0000	2.0000
-29.9940	-0.0097	0.0023	-1.0000	2.0000
-35.0440	0.0026	0.0024	-1.0000	2.0000
-39.9016	0.0144	0.0026	-1.0000	2.0000
-44.9666	0.0274	0.0025	-1.0000	2.0000
-50.0316	0.0384	0.0024	-1.0000	2.0000
-55.0966	0.0502	0.0022	-1.0000	2.0000
-59.9620	0.0622	0.0023	-1.0000	2.0000
-65.0320	0.0736	0.0023	-1.0000	2.0000
-70.0810	0.0859	0.0023	-1.0000	2.0000
-74.9146	0.0965	0.0025	-1.0000	2.0000
-79.9664	0.1086	0.0024	-1.0000	2.0000
-85.0314	0.1198	0.0022	-1.0000	2.0000
-89.9042	0.1284	0.0020	-1.0000	2.0000
-94.9892	0.1399	0.0020	-1.0000	2.0000
-100.0326	0.1500	0.0022	-1.0000	2.0000
-105.0376	0.1601	0.0023	-1.0000	2.0000
-110.0894	0.1695	0.0024	-1.0000	2.0000
-114.9806	0.1778	0.0019	-1.0000	2.0000
-120.0420	0.1862	0.0021	-1.0000	2.0000
-125.0670	0.1937	0.0024	-1.0000	2.0000
-129.8998	0.1990	0.0022	-1.0000	2.0000
-134.9448	0.2037	0.0022	-1.0000	2.0000
-139.9942	0.2080	0.0023	-1.0000	2.0000
-145.0492	0.2109	0.0022	-1.0000	2.0000
-149.9040	0.2124	0.0023	-1.0000	2.0000
-154.9640	0.2160	0.0020	-1.0000	2.0000
-160.0100	0.2179	0.0021	-1.0000	2.0000
-165.0350	0.2182	0.0023	-1.0000	2.0000
-170.0660	0.2207	0.0023	-1.0000	2.0000
-174.9044	0.2219	0.0022	-1.0000	2.0000
-179.9444	0.2215	0.0019	-1.0000	2.0000
-184.9844	0.2224	0.0023	-1.0000	2.0000
-190.0550	0.2235	0.0021	-1.0000	2.0000
-194.9750	0.2243	0.0021	-1.0000	2.0000
-200.0328	0.2239	0.0021	-1.0000	2.0000
-204.9478	0.2246	0.0024	-1.0000	2.0000
-209.9108	0.2250	0.0022	-1.0000	2.0000
-214.9758	0.2246	0.0024	-1.0000	2.0000
-220.0584	0.2242	0.0020	-1.0000	2.0000
-224.9736	0.2249	0.0021	-1.0000	2.0000
-230.0516	0.2266	0.0020	-1.0000	2.0000
-235.0216	0.2259	0.0024	-1.0000	2.0000
-240.0140	0.2253	0.0022	-1.0000	2.0000
-245.0640	0.2261	0.0023	-1.0000	2.0000
-249.9096	0.2257	0.0024	-1.0000	2.0000
-254.9496	0.2253	0.0023	-1.0000	2.0000
-259.9860	0.2255	0.0022	-1.0000	2.0000
-265.0110	0.2259	0.0021	-1.0000	2.0000
-270.0312	0.2254	0.0023	-1.0000	2.0000
-275.0362	0.2256	0.0022	-1.0000	2.0000
-280.0496	0.2248	0.0022	-1.0000	2.0000
-285.0896	0.2253	0.0021	-1.0000	2.0000
-289.9210	0.2244	0.0020	-1.0000	2.0000
-294.9260	0.2241	0.0021	-1.0000	2.0000
-299.9310	0.2249	0.0022	-1.0000	2.0000
-304.9360	0.2239	0.0019	-1.0000	2.0000
-309.9320	0.2244	0.0021	-1.0000	2.0000
-315.0904	0.2231	0.0023	-1.0000	2.0000
-320.0588	0.2232	0.0022	-1.0000	2.0000
-325.0538	0.2229	0.0021	-1.0000	2.0000
-330.0416	0.2216	0.0022	-1.0000	2.0000
-335.0066	0.2221	0.0021	-1.0000	2.0000
-339.9644	0.2219	0.0021	-1.0000	2.0000
-345.0968	0.2218	0.0022	-1.0000	2.0000
-350.0570	0.2206	0.0022	-1.0000	2.0000
-355.0820	0.2198	0.0020	-1.0000	2.0000
-360.0762	0.2195	0.0022	-1.0000	2.0000
-364.9912	0.2192	0.0019	-1.0000	2.0000
-369.9398	0.2190	0.0020	-1.0000	2.0000
-374.9748	0.2182	0.0021	-1.0000	2.0000
-379.9930	0.2192	0.0021	-1.0000	2.0000
-384.9680	0.2188	0.0023	-1.0000	2.0000
-389.9332	0.2179	0.0024	-1.0000	2.0000
-395.0708	0.2171	0.0022	-1.0000	2.0000
-399.9948	0.2168	0.0024	-1.0000	2.0000
-405.0804	0.2168	0.0020	-1.0000	2.0000
-409.9722	0.2150	0.0021	-1.0000	2.0000
-415.0630	0.2143	0.0020	-1.0000	2.0000
-419.9600	0.2148	0.0022	-1.0000	2.0000
-425.0560	0.2151	0.0021	-1.0000	2.0000
-429.9626	0.2135	0.0023	-1.0000	2.0000
-435.0742	0.2140	0.0021	-1.0000	2.0000
-439.9604	0.2135	0.0024	-1.0000	2.0000
-445.0096	0.2133	0.0021	-1.0000	2.0000
-450.0280	0.2122	0.0022	-1.0000	2.0000
-455.0200	0.2110	0.0023	-1.0000	2.0000
-460.0760	0.2123	0.0022	-1.0000	2.0000
-464.9760	0.2114	0.0022	-1.0000	2.0000
-470.0040	0.2110	0.0022	-1.0000	2.0000
-474.9960	0.2103	0.0022	-1.0000	2.0000
-480.0108	0.2104	0.0022	-1.0000	2.0000
-485.0340	0.2101	0.0023	-1.0000	2.0000
-490.0614	0.2080	0.0025	-1.0000	2.0000
-495.0898	0.2077	0.0020	-1.0000	2.0000
-500.0032	0.2086	0.0022	-1.0000	2.0000
-505.0900	0.2080	0.0022	-1.0000	2.0000
-510.0820	0.2071	0.0021	-1.0000	2.0000
-515.0668	0.2057	0.0022	-1.0000	2.0000
-519.9652	0.2062	0.0022	-1.0000	2.0000
-525.0560	0.2059	0.0023	-1.0000	2.0000
-529.9752	0.2049	0.0020	-1.0000	2.0000
-535.0292	0.2046	0.0020	-1.0000	2.0000
-539.9540	0.2046	0.0021	-1.0000	2.0000
-545.0456	0.2033	0.0023	-1.0000	2.0000
-549.9380	0.2026	0.0023	-1.0000	2.0000
-555.0260	0.2027	0.0021	-1.0000	2.0000
-559.9400	0.2027	0.0022	-1.0000	2.0000
-564.9732	0.2013	0.0022	-1.0000	2.0000
-569.9506	0.2018	0.0022	-1.0000	2.0000
-575.0566	0.2011	0.0021	-1.0000	2.0000
-580.0456	0.2001	0.0023	-1.0000	2.0000
-585.0428	0.2001	0.0021	-1.0000	2.0000
-590.0764	0.1993	0.0021	-1.0000	2.0000
-595.0092	0.1986	0.0022	-1.0000	2.0000
-600.0208	0.1976	0.0023	-1.0000	2.0000
