# B_up (mT)	 U_up (V)
249.9770	-0.3022	-0.3002
255.0120	-0.3019	-0.3002
260.0450	-0.3019	-0.3010
265.0700	-0.3019	-0.3002
270.0990	-0.3014	-0.3014
274.9422	-0.3012	-0.3002
279.9872	-0.3013	-0.2997
285.0322	-0.3005	-0.2993
290.0748	-0.3008	-0.2987
294.9036	-0.3006	-0.2986
299.9324	-0.3003	-0.2976
304.9524	-0.3003	-0.2990
309.9706	-0.3000	-0.2977
314.9756	-0.2990	-0.2984
319.9806	-0.2991	-0.2979
324.9856	-0.2986	-0.2975
329.9894	-0.2987	-0.2977
334.9844	-0.2981	-0.2964
339.9788	-0.2979	-0.2968
344.9688	-0.2979	-0.2962
349.9504	-0.2972	-0.2958
355.0672	-0.2970	-0.2953
359.9928	-0.2963	-0.2945
364.9478	-0.2958	-0.2947
369.9036	-0.2953	-0.2935
375.0620	-0.2947	-0.2929
380.0190	-0.2950	-0.2934
384.9640	-0.2946	-0.2927
389.9080	-0.2941	-0.2920
395.0456	-0.2939	-0.2919
399.9868	-0.2936	-0.2915
404.9318	-0.2926	-0.2912
410.0704	-0.2922	-0.2905
415.0004	-0.2919	-0.2904
419.9248	-0.2917	-0.2904
425.0312	-0.2913	-0.2899
429.9460	-0.2907	-0.2890
435.0680	-0.2901	-0.2880
439.9840	-0.2900	-0.2879
445.0800	-0.2893	-0.2866
449.9680	-0.2896	-0.2868
455.0328	-0.2888	-0.2866
459.9072	-0.2887	-0.2859
464.9824	-0.2877	-0.2854
470.0498	-0.2873	-0.2845
474.9148	-0.2866	-0.2849
479.9296	-0.2862	-0.2847
484.9060	-0.2856	-0.2845
490.0636	-0.2856	-0.2841
495.0244	-0.2848	-0.2824
499.9852	-0.2846	-0.2825
504.9460	-0.2844	-0.2818
510.0712	-0.2837	-0.2827
515.0008	-0.2833	-0.2809
520.0750	-0.2824	-0.2805
524.9576	-0.2828	-0.2797
530.0228	-0.2812	-0.2797
535.0740	-0.2807	-0.2791
540.0636	-0.2805	-0.2785
545.0280	-0.2805	-0.2779
549.9420	-0.2796	-0.2768
555.0128	-0.2795	-0.2771
560.0584	-0.2790	-0.2761
565.0280	-0.2783	-0.2758
569.9672	-0.2772	-0.2759
574.9154	-0.2769	-0.2755
579.9696	-0.2766	-0.2752
585.0164	-0.2758	-0.2741
589.9378	-0.2756	-0.2737
594.9272	-0.2749	-0.2738
599.9320	-0.2742	-0.2734
